Gmt time,Open,High,Low,Close,Volume,Dividends,Stock Splits
27.11.2023 09:30:00.000,147.52999877929688,148.63999938964844,147.5,147.5800018310547,4838567,0,0
27.11.2023 09:35:00.000,147.58949279785156,147.88999938964844,146.8800048828125,147.8834991455078,1639158,0,0
27.11.2023 09:40:00.000,147.88360595703125,148.39999389648438,147.84010314941406,148.19970703125,1495186,0,0
27.11.2023 09:45:00.000,148.19000244140625,148.46499633789062,148.05499267578125,148.30499267578125,1193991,0,0
27.11.2023 09:50:00.000,148.30999755859375,148.8800048828125,147.9499969482422,148.72940063476562,1734734,0,0
27.11.2023 09:55:00.000,148.72000122070312,148.97000122070312,148.4199981689453,148.89500427246094,962426,0,0
27.11.2023 10:00:00.000,148.89999389648438,149.05999755859375,148.60009765625,148.75999450683594,1523970,0,0
27.11.2023 10:05:00.000,148.77000427246094,149.25,148.74000549316406,149.22000122070312,1192037,0,0
27.11.2023 10:10:00.000,149.22999572753906,149.25999450683594,148.8000030517578,148.91990661621094,729697,0,0
27.11.2023 10:15:00.000,148.91000366210938,148.9199981689453,148.52000427246094,148.5749969482422,670128,0,0
27.11.2023 10:20:00.000,148.5800018310547,148.72950744628906,148.41160583496094,148.55270385742188,680212,0,0
27.11.2023 10:25:00.000,148.55499267578125,148.91000366210938,148.5500030517578,148.69000244140625,761570,0,0
27.11.2023 10:30:00.000,148.69000244140625,149.02000427246094,148.64999389648438,148.9801025390625,602985,0,0
27.11.2023 10:35:00.000,148.99000549316406,149.10000610351562,148.75,148.76620483398438,582511,0,0
27.11.2023 10:40:00.000,148.7550048828125,148.83999633789062,148.69000244140625,148.75,588395,0,0
27.11.2023 10:45:00.000,148.74000549316406,148.97999572753906,148.6199951171875,148.85000610351562,496775,0,0
27.11.2023 10:50:00.000,148.84500122070312,148.91000366210938,148.72000122070312,148.84649658203125,362134,0,0
27.11.2023 10:55:00.000,148.84390258789062,149.02999877929688,148.72000122070312,148.73989868164062,501935,0,0
27.11.2023 11:00:00.000,148.72999572753906,148.72999572753906,148.52000427246094,148.5384063720703,453977,0,0
27.11.2023 11:05:00.000,148.53500366210938,148.53500366210938,148.1199951171875,148.1300048828125,853601,0,0
27.11.2023 11:10:00.000,148.1300048828125,148.17999267578125,147.8000030517578,148.0850067138672,883008,0,0
27.11.2023 11:15:00.000,148.0850067138672,148.1699981689453,147.97999572753906,148.0836944580078,518860,0,0
27.11.2023 11:20:00.000,148.08990478515625,148.38999938964844,148.0500030517578,148.27999877929688,394564,0,0
27.11.2023 11:25:00.000,148.28289794921875,148.56500244140625,148.25,148.52999877929688,373664,0,0
27.11.2023 11:30:00.000,148.52499389648438,148.72999572753906,148.5,148.72799682617188,416897,0,0
27.11.2023 11:35:00.000,148.72500610351562,148.8699951171875,148.63999938964844,148.72999572753906,473169,0,0
27.11.2023 11:40:00.000,148.72979736328125,148.83999633789062,148.6199951171875,148.7100067138672,389390,0,0
27.11.2023 11:45:00.000,148.7050018310547,148.8699951171875,148.66000366210938,148.7779998779297,302145,0,0
27.11.2023 11:50:00.000,148.77499389648438,148.8760986328125,148.65499877929688,148.6898956298828,397022,0,0
27.11.2023 11:55:00.000,148.68539428710938,148.82000732421875,148.58230590820312,148.7928009033203,904844,0,0
27.11.2023 12:00:00.000,148.82000732421875,148.97000122070312,148.77999877929688,148.97000122070312,343778,0,0
27.11.2023 12:05:00.000,148.96499633789062,149.0,148.87359619140625,148.88499450683594,268905,0,0
27.11.2023 12:10:00.000,148.88499450683594,149.00999450683594,148.81019592285156,148.86099243164062,535097,0,0
27.11.2023 12:15:00.000,148.86500549316406,148.86500549316406,148.69000244140625,148.7519989013672,284083,0,0
27.11.2023 12:20:00.000,148.7550048828125,148.7899932861328,148.63999938964844,148.78500366210938,244050,0,0
27.11.2023 12:25:00.000,148.78500366210938,148.7899932861328,148.6800994873047,148.72000122070312,201429,0,0
27.11.2023 12:30:00.000,148.72000122070312,148.77499389648438,148.6300048828125,148.65020751953125,214284,0,0
27.11.2023 12:35:00.000,148.66000366210938,148.77999877929688,148.60000610351562,148.6884002685547,262231,0,0
27.11.2023 12:40:00.000,148.68499755859375,148.85000610351562,148.68499755859375,148.8300018310547,266605,0,0
27.11.2023 12:45:00.000,148.8300018310547,148.83999633789062,148.63999938964844,148.6699981689453,281270,0,0
27.11.2023 12:50:00.000,148.6750030517578,148.8699951171875,148.6199951171875,148.86500549316406,412687,0,0
27.11.2023 12:55:00.000,148.86500549316406,148.94000244140625,148.85000610351562,148.8979949951172,225762,0,0
27.11.2023 13:00:00.000,148.89639282226562,149.0,148.82000732421875,149.0,402219,0,0
27.11.2023 13:05:00.000,148.9949951171875,149.0,148.92999267578125,148.9320068359375,253156,0,0
27.11.2023 13:10:00.000,148.94500732421875,149.00010681152344,148.93499755859375,148.9615020751953,219556,0,0
27.11.2023 13:15:00.000,148.96499633789062,148.97000122070312,148.7899932861328,148.80499267578125,256412,0,0
27.11.2023 13:20:00.000,148.80499267578125,148.81019592285156,148.69000244140625,148.7949981689453,200627,0,0
27.11.2023 13:25:00.000,148.7949981689453,148.9199981689453,148.7899932861328,148.88499450683594,392465,0,0
27.11.2023 13:30:00.000,148.8885955810547,148.97999572753906,148.86000061035156,148.93499755859375,319076,0,0
27.11.2023 13:35:00.000,148.94000244140625,148.9698944091797,148.8000030517578,148.82000732421875,176924,0,0
27.11.2023 13:40:00.000,148.80999755859375,148.89999389648438,148.7698974609375,148.82000732421875,191230,0,0
27.11.2023 13:45:00.000,148.8101043701172,148.92010498046875,148.7899932861328,148.8000030517578,165230,0,0
27.11.2023 13:50:00.000,148.7949981689453,148.86000061035156,148.7100067138672,148.73989868164062,245039,0,0
27.11.2023 13:55:00.000,148.72999572753906,148.7899932861328,148.67999267578125,148.7550048828125,191856,0,0
27.11.2023 14:00:00.000,148.76499938964844,148.86500549316406,148.75,148.7899932861328,206719,0,0
27.11.2023 14:05:00.000,148.77999877929688,148.82000732421875,148.67999267578125,148.74000549316406,245279,0,0
27.11.2023 14:10:00.000,148.74000549316406,148.75,148.64999389648438,148.6999969482422,214274,0,0
27.11.2023 14:15:00.000,148.68499755859375,148.69000244140625,148.4600067138672,148.48170471191406,135203,0,0
27.11.2023 14:20:00.000,148.47999572753906,148.5399932861328,148.36500549316406,148.4250030517578,389744,0,0
27.11.2023 14:25:00.000,148.4250030517578,148.42999267578125,148.25999450683594,148.38999938964844,379625,0,0
27.11.2023 14:30:00.000,148.3800048828125,148.41000366210938,148.22999572753906,148.27499389648438,329074,0,0
27.11.2023 14:35:00.000,148.27499389648438,148.47999572753906,148.24000549316406,148.4149932861328,371079,0,0
27.11.2023 14:40:00.000,148.41000366210938,148.4799041748047,147.97000122070312,148.11239624023438,562205,0,0
27.11.2023 14:45:00.000,148.1199951171875,148.17999267578125,147.98500061035156,148.08999633789062,321244,0,0
27.11.2023 14:50:00.000,148.08999633789062,148.22000122070312,148.0850067138672,148.17999267578125,241163,0,0
27.11.2023 14:55:00.000,148.17999267578125,148.34640502929688,148.1699981689453,148.34500122070312,247819,0,0
27.11.2023 15:00:00.000,148.34500122070312,148.3699951171875,148.22000122070312,148.24000549316406,282720,0,0
27.11.2023 15:05:00.000,148.22850036621094,148.3350067138672,148.19000244140625,148.32989501953125,272922,0,0
27.11.2023 15:10:00.000,148.32760620117188,148.3800048828125,148.27499389648438,148.27999877929688,546624,0,0
27.11.2023 15:15:00.000,148.2779998779297,148.36000061035156,148.24009704589844,148.3300018310547,249371,0,0
27.11.2023 15:20:00.000,148.32000732421875,148.4499969482422,148.30999755859375,148.3699951171875,312079,0,0
27.11.2023 15:25:00.000,148.36500549316406,148.39999389648438,148.2899932861328,148.39999389648438,250661,0,0
27.11.2023 15:30:00.000,148.39999389648438,148.47999572753906,148.3300018310547,148.47500610351562,386716,0,0
27.11.2023 15:35:00.000,148.47000122070312,148.49000549316406,148.32470703125,148.36000061035156,363186,0,0
27.11.2023 15:40:00.000,148.35000610351562,148.4199981689453,148.24000549316406,148.29249572753906,442470,0,0
27.11.2023 15:45:00.000,148.3000030517578,148.33999633789062,148.1199951171875,148.16000366210938,479515,0,0
27.11.2023 15:50:00.000,148.16000366210938,148.19000244140625,147.7949981689453,147.80880737304688,1119834,0,0
27.11.2023 15:55:00.000,147.7899932861328,147.86000061035156,147.67999267578125,147.75,2274135,0,0
28.11.2023 09:30:00.000,146.97999572753906,147.3800048828125,146.8300018310547,146.93499755859375,2701008,0,0
28.11.2023 09:35:00.000,146.9499969482422,146.97149658203125,146.5,146.6300048828125,907258,0,0
28.11.2023 09:40:00.000,146.63999938964844,146.8800048828125,146.19000244140625,146.1999969482422,989964,0,0
28.11.2023 09:45:00.000,146.1999969482422,146.3699951171875,145.9149932861328,145.9199981689453,1114670,0,0
28.11.2023 09:50:00.000,145.91160583496094,146.08999633789062,145.5399932861328,145.639892578125,990178,0,0
28.11.2023 09:55:00.000,145.63999938964844,146.17999267578125,145.52999877929688,146.08309936523438,935055,0,0
28.11.2023 10:00:00.000,146.08999633789062,146.75,146.02000427246094,146.72000122070312,877558,0,0
28.11.2023 10:05:00.000,146.72000122070312,146.9499969482422,146.50999450683594,146.67410278320312,814463,0,0
28.11.2023 10:10:00.000,146.68629455566406,146.756103515625,146.27000427246094,146.38690185546875,541604,0,0
28.11.2023 10:15:00.000,146.3699951171875,146.6699981689453,146.35499572753906,146.57000732421875,438832,0,0
28.11.2023 10:20:00.000,146.54010009765625,146.61000061035156,146.36090087890625,146.36090087890625,478933,0,0
28.11.2023 10:25:00.000,146.36500549316406,146.52999877929688,146.27999877929688,146.3300018310547,317742,0,0
28.11.2023 10:30:00.000,146.3300018310547,146.49000549316406,146.22999572753906,146.46640014648438,382295,0,0
28.11.2023 10:35:00.000,146.47000122070312,146.73980712890625,146.28720092773438,146.7100067138672,404254,0,0
28.11.2023 10:40:00.000,146.71499633789062,147.10000610351562,146.71499633789062,146.9550018310547,639447,0,0
28.11.2023 10:45:00.000,146.9600067138672,146.97000122070312,146.75,146.82989501953125,371605,0,0
28.11.2023 10:50:00.000,146.8300018310547,146.94000244140625,146.55999755859375,146.55999755859375,397488,0,0
28.11.2023 10:55:00.000,146.5800018310547,146.63999938964844,146.3699951171875,146.6199951171875,461297,0,0
28.11.2023 11:00:00.000,146.61000061035156,146.75,146.47999572753906,146.7050018310547,297555,0,0
28.11.2023 11:05:00.000,146.70419311523438,146.7899932861328,146.58990478515625,146.58999633789062,401281,0,0
28.11.2023 11:10:00.000,146.5850067138672,146.75,146.5,146.72000122070312,571963,0,0
28.11.2023 11:15:00.000,146.72549438476562,146.91000366210938,146.69000244140625,146.84620666503906,323272,0,0
28.11.2023 11:20:00.000,146.83999633789062,146.92999267578125,146.72999572753906,146.89999389648438,340064,0,0
28.11.2023 11:25:00.000,146.89999389648438,147.10000610351562,146.85499572753906,147.07000732421875,665296,0,0
28.11.2023 11:30:00.000,147.06500244140625,147.56500244140625,147.05999755859375,147.56500244140625,756828,0,0
28.11.2023 11:35:00.000,147.56500244140625,147.58999633789062,147.42999267578125,147.45860290527344,594280,0,0
